요리명,요리재료내용,필수재료
김치찌개,[재료] 김치+김치국물 600g| 돼지고기 200g| 양파 1/2개| 대파 1줄기| 땡초 4개| 두부 1/2모 [양념] 참기름 2T| 다진마늘 1T| 사골육수(종이컵기준) 1컵| 물(종이컵기준) 2컵| 맛술 4T| 후추가루 4번톡| 국간장 1T| 고춧가루 3T,"김치김치국물,돼지고기,양파,대파,땡초,두부"
감자채볶음,[재료] 감자 작은것 5개| 피망 1개| 스팸 1캔| 식용유 2T| 버터 1T| 굵은소금 0.5T [양념] 맛소금 1T| 후추 약간,"감자,피망,스팸,식용유,버터,굵은소금"
만두,[만두 속 재료] 다진 돼지고기 300g| 흰 대파 1컵| 부추 1컵| 양파 1/2컵| 들기름 1T| 전분 1T| 계란 노른자 1개| 다진 마늘 1/2T| 생강 1톨| 소금 1/3T| 후추 약간 [만두피 대용] 계란 흰자 2개| 전분 2/3컵 [소스] 간장 3T| 식초 1T| 고춧가루 1/3T,"다진돼지고기,흰대파,부추,양파,들기름,전분,계란노른자,다진마늘,생강,소금,후추계란흰자,전분,식초,고춧가루"
육개장,[재료] 소고기양지살 150g| 대파 2줄기| 양파 1/2개| 고사리 100g [양념] 고추가루 1/5T| 국간장 2T| 다진마늘 1T| 소금 1T| 후추 1t,"소고기양지살,대파,양파,고사리"
불고기,[재료] 가지 2개| 청양고추 3개| 포도씨유(기름) 약간 [양념장] 간장 2스푼| 올리고당 1스푼| 다진마늘 0.5스푼| 맛술 1스푼| 매실청 1스푼| 황설탕 0.5스푼| 허브솔트 약간| 참기름 약간| 깨 약간,"가지,청양고추,포도씨유"
고등어조림,[재료] 고등어 작은크기 2마리| 청주 1큰술| 무 3줌| 양파 중 1/2개| 대파 1/2대| 홍고추 1개| 멸치다시마 육수 2컵 [양념] 간장 3큰술| 고추장 1큰술| 고춧가루 2큰술| 청주 2큰술| 다진마늘 1큰술| 다진생강이나 생강가루 약간| 물엿 0.5큰술,"고등어,청주,무,양파중,대파,홍고추,멸치다시마육수"
양념게장,[재료] 꽃게 2kg| 청고추 2개| 홍고추 2개 [양념] 고추가루 12큰술| 다진마늘 4큰술| 청주 3큰술| 간장 5큰술| 액젓 5큰술| 올리고당 2큰술| 생강간 것 3작은술| 통깨 약간,"꽃게,청고추,홍고추"
두부조림,[재료] 두부 1모| 달걀 2개 [양념장] 양파 1/4개| 다진마늘 1T| 청고추 1개| 홍고추 1개| 다진 대파 2T| 간장 5T| 고춧가루 4T| 물 9T| 참기름 1t| 후추 톡톡| 깨,"두부,달걀"
떡볶이,[재료] 떡볶이떡 400그램| 납작어묵 3장| 물 1컵 (종이컵)| 대파 1/2대| 삶은계란 1개| 통깨 약간 [양념장] 고추장 2큰술| 간장 2큰술| 고추가루 2큰술| 설탕 2큰술,"떡볶이떡,납작어묵,물,대파,삶은계란,통깨"
닭볶음탕,[재료] 닭 1마리| 묵은지 1/2포기| 대파 1개| 청양고추 1개| 양파 1개| 감자 3개 [양념장] 고춧가루 2큰술| 간장 2큰술| 맛술 2큰술| 설탕 1/2큰술| 매실액 1큰술| 다진마늘 1큰술| 후추 약간,"닭,묵은지,대파,청양고추,양파,감자"
메추리알장조림,[재료] 메추리알 [양념] 간장 4스푼| 물 4스푼| 마늘| 물엿 1~2스푼| 참기름 1스푼,메추리알
닭볶음탕,[재료] 물 3종이컵| 닭 1마리| 고구마 1/2개| 당면 1줌 [양념] 설탕 2T| 맛술 2T| 다진마늘 2T| 간장 6T| 고추가루+청양고추가루 5T [마지막 간] 꽃소금 약간,"물,닭,고구마,당면"
잡채,[재료] 당면 [양념] 간장 2수저| 설탕 1수저| 참기름 1수저| 깨 약간| 후추 약간,당면
닭갈비,[재료] 닭다리살 500g| 양파 1/2개| 양배추 6장| 대파| 감자 1개 | 당근| 고추 1개| 붉은고추 1개| 통깨 약간| 깻잎 10장 | [양념장]| 고춧가루 3스푼| 간장 1.5스푼| 다진마늘 1스푼| 고추장 4스푼| 꿀 1스푼| 고추기름 1스푼| 후춧가루 약간,"닭다리살,양파,양배추,대파,감자,당근,고추,붉은고추,통깨,깻잎,"
깍두기,[재료] 무 700g(반개정도분량)| 파프리카 1개| 설탕 3큰술| 굵은소금 1큰술| 마늘 1큰술| 밥 2큰술| 물 200ml| 까나리액젓 5큰술| 고춧가루 0.5큰술,"무,파프리카,설탕,굵은소금,마늘,밥,물,까나리액젓,고춧가루"
두부조림,[재료] 두부 1모| 다진 쇠고기 100g| 미나리 줄기 조금| 양파 1/2개| 식물성 기름 조금| 다진 파 1큰술| 다진 실고추 조금 [고기 양념] 다진마늘 1큰술| 다진파 1큰술| 다진양파 1큰술| 다진당근 조금| 간장 1작은술| 소금 1작은술 [조림장] 간장 5큰술| 물 5큰술| 다진 마늘 1큰술| 실파 2뿌리| 참기름 1큰술,"두부,다진쇠고기,미나리줄기,양파,식물성기름,다진파,다진실고추다진마늘,다진파,다진양파,다진당근,간장,소금,물,다진마늘,실파,참기름"
제육볶음,[재료] 돼지고기 불고기용 600g| 양파 1개| 대파| 청 고추 1개| 홍 고추 1개| 깻잎 [양념] 고추장 10T| 진간장 3T| 설탕 3T| 올리고당 2T| 다진 마늘 2T| 참기름 1.5T| 맛술 2T.| 고춧가루 3T| 생강가루 2번 톡톡| 후춧가루 2번 톡톡| 소금 5꼬집| 통깨,"돼지고기불고기용,양파,대파,청고추,홍고추,깻잎"
콩나물무침,[재료] 콩나물 400g| 쪽파 2뿌리 [양념] 소금 1/2T| 고추가루 1T| 마늘 1/3T| 깨소금 1T| 참기름 1T,"콩나물,쪽파"
잡채,[재료] 당면 500g| 당근 1개| 파프리카| 어묵 4장| 돼지고기 400g| 시금치| 간장 130ml| 설탕 3TS| 후추 약간,"당면,당근,파프리카,어묵,돼지고기,시금치,간장,설탕,후추"
떡볶이,[재료] 떡 2컵| 물 2컵| 대파 1/2컵| 단호박 1개 [양념] 고추장 1큰술| 고춧가루 2큰술| 간장 2큰술| 설탕 2~3큰술,"떡,물,대파,단호박"
짬뽕,[재료] 홍합 15개| 오징어 1마리| 당근 1/3개| 양배추 100g| 양파 1개| 돼지고기 200g| 파 2줄기| 칼국수면 2인분 [양념] 고춧가루 1컵| 소금 1T| 생강 1t| 간장 1T,"홍합,오징어,당근,양배추,양파,돼지고기,파,칼국수면"
무국,[재료] 소고기국거리(양지)| 무(꼭지푸른부분)| 대파| 다시마 [양념] 참기름| 다진마늘| 국간장| 설탕| 소금| 후추,"소고기국거리,무,대파,다시마"
콩자반,[재료] 서리태 1컵 [양념] 간장 3T| 올리고당 4T| 물엿 1T| 식용유 1T| 통깨| 물 3컵,서리태
후라이드치킨,[재료] 닭 1마리| 우유 400ml| 튀김가루 3머그컵| 후추 1숟가락| 식용유 2/3통,"닭,우유,튀김가루,후추,식용유"
순두부찌개,[재료] 순두부 1팩| 송송썬김치 1줌| 바지락 10개| 청고추 각 1개| 홍고추 1개| 양파 1/2개| 계란 1개 [양념] 고추가루 1큰술| 참기름 1큰술| 국간장 1.큰술 | 다진마늘 1/2큰술,"순두부,송송썬김치,바지락,청고추각,홍고추,양파,계란"
콩나물무침,[재료] 콩나물 1봉| 소금 1T| 고춧가루 2T| 다진마늘 1/2T| 다진파 1/2T| 참기름 1/2T| 깨 약간,"콩나물,소금,고춧가루,다진마늘,다진파,참기름,깨"
연근조림,[재료] 연근 1개 [양념] 간장 10큰술| 올리고당(물엿) 5큰술| 물 1/2컵,연근
백김치,[재료] 배추 1포기| 무 1/2개| 쪽파 10줄기| 당근 1/2개| 홍고추 4개 [배추절이기] 천일염 8주먹 [양념] 쌀밥 2/3공기| 천일염 2T| 양파 1개| 배 1개| 마늘 12개| 생강청 2T,"배추,무,쪽파,당근,홍고추"
감자전,[재료] 감자 5개| 양파 1/2개| 녹말가루 1큰술| 다진 고추 2큰술| 청고추 2~3개 [양념] 소금 약간,"감자,양파,녹말가루,다진고추,청고추"
미역국,[재료] 마른 미역 크게 1줌 [양념] 국간장 2스푼| 연두 1스푼| 다진 마늘 1스푼| 참기름 2스푼| 소금 0.3 스푼| 물1200ml(취향것 조절가능) ,마른미역
미역국,[소고기 미역국재료] 건 미역 30g| 소고기 국거리 300g| 다진마늘 1t| 물 11컵 [양념재료] 국간장 2T| 멸치액젓 2T| 참치액젓 1T,"건미역,소고기국거리,다진마늘,물"
잔치국수,[재료] 소면| 계란| 진간장 1/3컵| 국간장 1/3컵| 물 2L| 양파| 당근 [양념장] 쪽파| 대파| 진간장 1/3컵| 국간장 1/3컵| 물 1/3컵| 고춧가루 1스푼| 다진마늘 1/2스푼| 설탕 1/2스푼| 참기름| 깨소금,"소면,계란,진간장,국간장,물,양파,당근"
건새우볶음,[재료] 건새우 1+1/2컵| 참기름 1큰술| 대파 초록부분 1/2대| 다진마늘 1/2큰술| 고추장 1큰술| 청주 2큰술| 매실청 1큰술| 올리고당 1큰술,"건새우,참기름,대파초록부분,다진마늘,고추장,청주,매실청,올리고당"
불고기,[재료] 소불고기| 양파| 당근| 대파| 팽이버섯| 당면 [양념] 소불고기양념(시판용)| 설탕,"소불고기,양파,당근,대파,팽이버섯,당면"
감자전,[재료] 감자 2개| 양파 1개| 소금 약간,"감자,양파,소금"
백김치,[재료] 알배기 배추1통| 당근| 무| 부추 [소금물] 물 500ml| 소금 2수저 [양념] 양파 1개| 사과 1개| 다진마늘 1수저| 생강 0.5수저| 소금 1수저 [찹쌀풀] 물 100ml| 찹쌀가루 1수저,"알배기배추,당근,무,부추물,소금"
제육볶음,[재료] 돼지고기 800g| 양파| 대파| 양배추| 고추 [돼지고기 밑간양념] 간장 3큰술| 후추 3번 톡톡| 다진마늘 2큰술 [양념장] 간장 3큰술| 고춧가루 6큰술| 물엿 6큰술| 후추 살짝| 다진마늘 2큰술| 양파 간것 2큰술| 참기름 1.5큰술| 소주 1큰술,"돼지고기,양파,대파,양배추,고추간장,후추,다진마늘"
미역줄기볶음,[재료] 미역줄기 300g(시중에서 판매되는 한팩정도)| 양파 작은거 1개 [양념] 다진마늘 1TS| 참기름 1TS| 통깨 약간,"미역줄기,양파"
어묵볶음,[재료] 어묵 2장| 홍고추 1개| 청양고추 1개| 양파 1/2개 [양념] 간장 1T| 매실액기스 1T| 참기름 1ts| 다진마늘 1ts| 깨 조금| 후추가루 톡톡톡,"어묵,홍고추,청양고추,양파"
유부초밥,[재료] 계란 4~5개| 김치 1C| 밥 적당량| 네모모양유부피 [양념] 참기름| 소금,"계란,김치,밥,네모모양유부피"
배추김치,[재료] 배추(절임) 2.4kg| 쪽파 200g| 대파 3대| 굵은소금(절임) 200g| 무 1/2개(700g) [양념] 멸치액젓 5스푼| 새우젓 2스푼| 고추가루 15스푼| 설탕 2스푼| 다진마늘 3스푼| 매실액 4스푼,"배추,쪽파,대파,굵은소금,무"
파김치,[재료] 쪽파 1+1/2단| 멸치액젓 1컵| 고춧가루 1+1/2컵| 물 1+1/2컵| 다진생강 1작은술| 다진마늘 1+1/2큰술 | 설탕 1큰술| 통깨 2큰술| [찹쌀풀]| 찹쌀가루 2큰술| 물 1컵,"쪽파,멸치액젓,고춧가루,물,다진생강,다진마늘,설탕,통깨,,찹쌀가루,물"
육개장,[재료] 유기농 한우국거리 250g| 고사리 150g| 무 (3cm) 1토막| 대파 2대| 물 6컵| 계란 1개| 참기름 1큰술 [양념] 다진마늘 1큰술| 참기름 1큰술| 국간장 3큰술| 소금 약간| 후춧가루 약간| 고춧가루 3큰술| 새우젓 1큰술,"유기농한우국거리,고사리,무,대파,물,계란,참기름"
갈비탕,[재료] 소갈비 800~900g| 무 300g| 다시마 10g| 대파 1대| 물 4L| 송송 썬 대파 적당량 [양념] 다진마늘 1TS| 국간장 5TS| 소금 약간| 후춧가루 약간,"소갈비,무,다시마,대파,물,송송썬대파"
순두부찌개,양념장 - 다진파 1컵| 식용유+참기름 1/2컵| 다진고기 1컵| 다진양파 2컵| 소금 1/4컵| 다진마늘 1/2컵| 고춧가루 1+1/2컵| 설탕 1+1/2숟가락| 국간장+진간장섞은거 1/2컵 순두부찌개 재료 - 물 1/2컵| 양념장 2숟가락| 순두부 1/2| 쪽파(파)| 계란| 후추,"다진파,식용유참기름,다진고기,다진양파,소금,다진마늘,고춧가루,설탕,국간장진간장섞은거,,순두부,쪽파,계란,후추"
연근조림,[재료] 연근 390g| 식용유 1+1/2술| 연근데칠물 3.5컵| 식초 1큰술 [양념] 통깨 조금| 물엿 조금| 간장 4큰술| 설탕 1큰술| 물엿 2큰술| 물 1/2컵,"연근,식용유,연근데칠물,식초"
갓김치,[재료] 돌산갓 4단| 쪽파 1/3단| 천일염 3컵 [양념] 고춧가루 4컵| 멸치액젓 1컵| 새우젓 1컵| 밀가루풀(찹쌀풀) 2컵| 마늘 20쪽| 다진 생강 2큰술| 매실청 1/2컵,"돌산갓,쪽파,천일염"
제육볶음,[재료] 고기 적당량| 다진마늘 2큰술| 간장 3큰술| 후추 약간| 고춧가루 7큰술| 물엿 6큰술| 양파 2큰술| 소주 1큰술| 참기름 1큰술| 파 약간,"고기,다진마늘,간장,후추,고춧가루,물엿,양파,소주,참기름,파"
쫄면,[재료] 쫄면 1움큼(50원동전크기)| 계란 1개| 오이 1/4개| 당근 1/4개| 양배추 1겹| 콩나물 1줌 [양념] 고추장 1T| 고추가루 1T| 매실 0.5T| 식초 1T| 올리고당 1T| 깨 약간,"쫄면,계란,오이,당근,양배추,콩나물"
잡채,[잡채재료] 당면 300g| 진간장 4큰술| 설탕 3큰술| 후추 팍팍 [시금치 무침] 시금치 2/3단| 데침소금 0.5큰술| 무침소금 2꼬집| 마늘 1작은술| 참기름 0.5큰술 [양파 볶기] 양파 1+1/2개| 식용유 약간| 소금 2꼬집| 후추 솔솔 [당근볶기] 당근 1개| 소금 2꼬집| 식용유 약간 [돼지고기볶음] 돼지고기 200g| 진간장 0.7큰술| 올리고당 0.7큰술| 마늘 1작은술| 참기름 0.5큰술 [새송이버섯 볶음] 새송이버섯 3개| 진간장 1큰술| 올리고당 1큰술| 마늘 1작은술| 식용유 0.5큰술| 참기름 0.5큰술,"당면,진간장,설탕,후추시금치,데침소금,무침소금,마늘,참기름,식용유,소금,후추당근,소금,식용유돼지고기,진간장,올리고당,마늘,참기름,진간장,올리고당,마늘,식용유,참기름"
애호박볶음,애호박 1/2개| 양파 1/4개| 다진 마늘 1/4큰술| 새우젓 1/4큰술| 들기름 조금| 소금 조금,"애호박,양파,다진마늘,새우젓,들기름,소금"
멸치볶음,[재료] 멸치 4웅큼(원하시는만큼) [양념] 다진마늘 1큰술| 식용유 5큰술| 깨소금 적당량| 올리고당 적당량,멸치
콩나물무침,[재료] 콩나물 300g| 대파 1/2대| 물 1컵| 소금 1/3스푼| 고추가루 1스푼| 다진마늘 1/3스푼| 통깨 1스푼| 참기름 1스푼,"콩나물,대파,물,소금,고추가루,다진마늘,통깨,참기름"
꽈리고추무침,[재료] 꽈리고추 200g| 밀가루 2큰술| 간장 1큰술| 저염액젓 1큰술| 고춧가루 1큰술| 다진마늘 2/3큰술| 통깨 1/2큰술| 참기름 1큰술| 송송썬파 약간,"꽈리고추,밀가루,간장,저염액젓,고춧가루,다진마늘,통깨,참기름,송송썬파"
감자조림,[재료] 감자 2~3개| 양파 1/2개| 청양고추 취향껏 [재료] 간장 3T| 올리고당 1.5T| 다진마늘 1t,"감자,양파,청양고추간장,올리고당,다진마늘"
만두,[재료] 다진 소고기 120g| 두부 1/2모| 만두피 16장| 파 1대| 양배추| 깻잎| 오이| 당근| 상추 [양념] 간장 1큰술| 집간장 1작은술| 꿀 1큰술| 정종 1/2큰술| 다진마늘 1큰술| 참기름 1/2큰술| 매실청 1작은술| 설탕 1작은술| 식초 1작은술 [비빔 양념] 고추장 3큰술| 매실청 3큰술| 간장 1큰술| 다진마늘| 깨소금| 참기름 1큰술| 식초 1작은술,"다진소고기,두부,만두피,파,양배추,깻잎,오이,당근,상추"
무생채,[재료] 무 400g| 다진파 조금 [양념] 설탕 1+1/2T| 굵은소금 1T| 고추가루 2T| 멸치액젓 1T| 식초 1T| 통깨 약간| 매실액기스 1T| 다진마늘 1T,"무,다진파"
김치찜,[재료] (남은)삼겹살or찌개용돼지고기| 묵은지 2쪽 [양념] 고추가루 1T| 설탕 0.5T| 미림(생략가능) 2T,삼겹살
콩나물국,[재료] 콩나물 1봉지| 국물용멸치 4~5마리| 다시마 2장| 다진마늘 1T| 소금 1/2T| 채 썬 파 1줌| 청양고추(생략가능) 1/2개,"콩나물,국물용멸치,다시마,다진마늘,소금,채썬파,청양고추"
멸치볶음,[재료] 멸치 2줌 [양념] 간장 1큰술| 맛술 2큰술| 설탕 2큰술| 올리고당 1큰술| 물 2큰술| 마늘 3쪽| 통깨 1큰술,멸치
콩나물무침,[재료] 콩나물 1봉(300g)| 당근 1/4개| 쪽파 조금| 굵은소금 1큰술| 다진마늘 1큰술| 참기름 1큰술| 간장 1큰술,"콩나물,당근,쪽파,굵은소금,다진마늘,참기름,간장"
잡채,[재료] 불린당면 450g| 불린 목이버섯 150g| 건표고버섯 4개| 당근 40g| 양파 30g| 빨강 파프리카 30g| 대파 40g [양념] 물 400ml| 만능간장 80ml| 황설탕 1숟갈| 참기름 3숟갈| 다진마늘 1숟갈| 소금 약간| 후추 약간| 카놀라유 적당량| 깨 약간,"불린당면,불린목이버섯,건표고버섯,당근,양파,빨강파프리카,대파"
제육볶음,[재료] 돼지고기앞다리살| 양파| 대파 [양념] 간장| 다진마늘| 후추| 참기름| 고추가루| 설탕| 올리고당| 깨| 다진생강,"돼지고기앞다리살,양파,대파"
육개장,[재료] 한우사태or양지 600g| 숙주 1봉| 표고버섯 10개| 새송이버섯 4개| 느타리버섯 1팩| 팽이버섯 2개| 대파 1대| 청고추 2개| 홍고추 2개| 유정란 2개 [육수] 물 20컵| 무 1/4개| 대파 2대| 양파 1/2개| 마늘 6톨| 생강 1톨 [양념장] 국간장 8숟갈| 고춧가루 4숟갈| 고추기름 6숟갈| 다진 마늘 2숟갈| 다진파 2숟갈| 고추장 2/3숟갈| 참기름 2숟갈| 후추 약간,한우사태
순두부찌개,[재료] 다진돼지고기 5T| 순두부 1봉지| 양파 1/2개| 대파 1/2줄기| 땡초 3개| 호박 3센티| 계란노른자(생략가능) 1개 [양념] 맛술 2T| 참기름 1T| 식용유 1T| 고춧가루 3~4T| 국간장 1T| 다진마늘 1T| 새우젓 1T| 후추 3번톡톡,"다진돼지고기,순두부,양파,대파,땡초,호박,계란노른자"
계란말이,[재료] 달걀 4개| 소금 조금| 식용유,"달걀,소금,식용유"
찜닭,닭볶음탕용 닭 10호| 감자| 고구마| 양파| 대파| 당근| 청양고추| 당면| 감자수제비 양념장 재료 - 간장 1컵| 설탕 반컵| 맛술 반컵| 다진마늘 1스푼| 물 1컵| 간생강 약간| 참기름 살짝| 캬라멜소스,"닭볶음탕용닭,감자,고구마,양파,대파,당근,청양고추,당면,감자수제비재료간장,설탕반컵,맛술반컵,다진마늘,물,간생강,참기름살짝,캬라멜소스"
주먹밥,[재료] 참치 1캔| 양파| 당근| 쪽파| 달걀 2개| 부침가루 1TS| 밥| 김 약간 [양념] 소금 1/2ts| 후추,"참치,양파,당근,쪽파,달걀,부침가루,밥,김"
동태찌개,[재료] 동태 1마리| 호박| 두부| 대파| 홍고추| 청고추| 버섯| 미나리| 쑥갓 [양념] 고춧가루 3큰술| 국간장 1큰술| 맛술 1큰술| 소금 약간| 후춧가루 약간| 다진마늘 1작은술| 생강소스 1큰술| 된장 2/3큰술| 고추장 1과1/3큰술,"동태,호박,두부,대파,홍고추,청고추,버섯,미나리,쑥갓"
콩나물무침,[재료] 콩나물| 실파 2개| 당근 약간| 양파 1개| 마늘 2개| 소금 5ml| 통깨 조금| 들기름 5ml| 고춧가루 20ml,"콩나물,실파,당근,양파,마늘,소금,통깨,들기름,고춧가루"
